Item,Description,Retail_Price,Loyalty_Discount,CustomerID
6182617964,Long Gown,97.11,0,400000601
9313710898,Dish Towel,32.23,0,100000149
8624682735,Coat,77.77,0.02,300000367
2240469836,Slippers,35.82,0.01,400000829
9916068026,Gowns/Pajamas,118.14,0.07,100000329
3305177499,Coveralls (long sleeve),95.88,0.01,200000834
9538578209,Dress,87.36,0.09,400000554
6719567315,Blouse,47.88,0.05,300000418
5153370805,Shorts,43.96,0.09,200000072
4291344502,Long Overalls,55.62,0.08,100000827
1082405301,Blazer,119.76,0.04,100000133
2963300774,Sweatshirt,75.81,0.06,100000178
1160651321,Coat,93.9,0.07,100000560
7645888340,Bath Mat,5.6,0.1,100000476
3750666773,Waterbed Sheet,79.8,0.08,400000272
7833392032,Skirt,55.86,0.02,100000187
2926937052,Washcloth,10.78,0.08,100000181
1893735141,Socks,115.5,0.07,100000679
3890778939,Suit & 2 pc Dress,125.16,0,200000166
3405268556,Handbag,114.77,0,100000161
1319286996,Gowns/Pajamas,47.43,0.05,200000424
3390230025,Top,33.48,0.06,100000042
8438262686,Robe,29.88,0.09,200000069
8058527540,Jeans,35.91,0.04,300000527
4291344502,Long Overalls,55.62,0.06,300000510
7645689457,Apron,9.48,0,400000441
5153370805,Shorts,43.96,0.01,100000094
2963300774,Sweatshirt,75.81,0.02,200000749
3305177499,Coveralls (long sleeve),95.88,0.03,200000665
9862518267,Socks,10.84,0.08,300000467
9873264896,Hat,10.89,0.07,300000529
8068199275,Slacks,87.78,0.09,100000169
7690258628,Baby Blanket,21.93,0.03,200000070
5050067655,Bottoms,66.96,0.03,200000485
6719567315,Blouse,47.88,0,100000010
3405268556,Handbag,114.77,0.04,300000440
6648383061,Long Slip,27.86,0.01,100000655
8619953091,Pillowcase,18.96,0.01,300000428
8694351166,Chair Cover,38.87,0.1,200000266
2430071492,Dust Ruffle,41.86,0,100000037
7841340144,Shirt,29.4,0.07,100000290
1336619171,Slacks,63.84,0.08,100000446
2588421965,Commode Cover,15.84,0.08,200000503
9873264896,Hat,10.89,0.1,200000791
6697166886,Coat,159.8,0.09,300000730
3795753080,Jeans,38.1,0.05,200000810
2355020550,Sweater,67.92,0.05,100000162
4327321762,Dress,69.75,0.03,100000862
1489444777,Short Gown,131.12,0.08,400000470
1160651321,Coat,93.9,0.02,100000176
3962085980,Sleeper,61.38,0.09,100000477
5857761910,Gowns/Pajamas,28.14,0,200000371
8619953091,Pillowcase,18.96,0.1,100000342
3405268556,Handbag,114.77,0.04,200000107
1039854547,Coat,135.83,0,200000910
3123824581,Sweatpants,43.89,0.1,100000577
4619440506,Shorts,69.75,0.1,200000406
8262662751,Suit,109.89,0.06,200000536
6182400847,Blazer,26.88,0.05,200000535
4924918902,T-shirt,62.79,0,100000201
5050067655,Bottoms,66.96,0.04,100000502
4924918902,T-shirt,62.79,0.05,100000215
1336619171,Slacks,63.84,0.03,100000096
3256419181,Short Slip,102,0.09,100000169
2695940506,Sweater,59.4,0.01,400000625
4574639519,Jeans,14.5,0.02,200000347
3135576553,Underwear,5.88,0.06,100000771
6697166886,Coat,159.8,0.01,200000482
3405268556,Handbag,114.77,0.09,100000019
2210750188,Blazer,119.76,0.02,100000236
9538578209,Dress,87.36,0,100000519
6988128169,Handbag,25.44,0.01,100000234
2491559336,Jeans,104.79,0.07,300000667
2782517448,Belt,45.77,0.1,200000701
9916068026,Gowns/Pajamas,118.14,0,300000524
5187883584,Dish Towel,49.5,0.06,300000525
8694351166,Chair Cover,38.87,0.02,100000574
7425260271,Mattress Cover,35.44,0.01,400000755
5127562193,Robe,95.76,0.03,200000067
6697166886,Coat,159.8,0.09,100000097
8713824671,Infant 2 Piece Set,48.6,0.1,100000151
8213207925,Underwear & Boxers,23.76,0.04,200000784
4327321762,Dress,69.75,0.03,300000392
6648383061,Long Slip,27.86,0.02,100000130
4291344502,Long Overalls,55.62,0.03,100000437
1039854547,Coat,135.83,0.09,100000120
6388591017,Baby Quilt,100.68,0.06,200000843
3305177499,Coveralls (long sleeve),95.88,0.05,300000530
9313710898,Dish Towel,32.23,0.01,300000777
2695940506,Sweater,59.4,0.02,100000211
2588421965,Commode Cover,15.84,0.03,100000344
2963300774,Sweatshirt,75.81,0.02,300000367
5145202479,Crib Sheet,9.9,0.09,300000730
7833392032,Skirt,55.86,0.07,100000054
3126356136,Formal Dress,99.9,0.02,200000447
7833392032,Skirt,55.86,0.03,100000742
1940915493,Long Gown,68.77,0.06,100000835
4622769035,Short Gown,78,0.06,200000066
1039854547,Coat,135.83,0.01,100000119
7645689457,Apron,9.48,0.06,300000553
2557931901,Short Gown,47.76,0.08,100000818
1160651321,Coat,93.9,0.02,200000463
5145202479,Crib Sheet,9.9,0.1,100000377
2210750188,Blazer,119.76,0,100000208
3962085980,Sleeper,61.38,0.09,300000409
2588421965,Commode Cover,15.84,0.01,200000940
9313710898,Dish Towel,32.23,0.04,200000631
8713824671,Infant 2 Piece Set,48.6,0.09,100000278
6962492078,Bath Mat,37.31,0.1,100000867
1988250904,Coat,74.16,0.1,100000831
5050067655,Bottoms,66.96,0.04,100000281
7690258628,Baby Blanket,21.93,0.03,100000925
1893735141,Socks,115.5,0.1,200000904
2782517448,Belt,45.77,0,100000198
2178891798,Hand Towel,18.17,0.03,300000009
2363094138,Short Overalls,71.82,0.06,100000807
5127562193,Robe,95.76,0,100000288
4327321762,Dress,69.75,0.01,300000375
1737807900,Tie,68.64,0.09,100000003
2963300774,Sweatshirt,75.81,0.1,200000426
2113413915,Shorts,59.33,0.1,100000641
6388591017,Baby Quilt,100.68,0.02,200000646
6511971572,Sleeping Bag,47.88,0.06,400000449
6511971572,Sleeping Bag,47.88,0.06,300000553
3890778939,Suit & 2 pc Dress,125.16,0.02,100000144
2491559336,Jeans,104.79,0.05,200000257
8213207925,Underwear & Boxers,23.76,0.05,100000455
8694351166,Chair Cover,38.87,0,200000046
6660530324,Washcloth,35.14,0.08,100000928
3305177499,Coveralls (long sleeve),95.88,0.01,100000246
2240469836,Slippers,35.82,0.1,100000640
1737807900,Tie,68.64,0.06,100000141
2926937052,Washcloth,10.78,0.03,100000451
7690258628,Baby Blanket,21.93,0.03,200000108
5145202479,Crib Sheet,9.9,0.09,400000027
3452086694,Bra,38.87,0.09,100000760
8619953091,Pillowcase,18.96,0.04,200000762
1336619171,Slacks,63.84,0.05,100000421
4391642886,Men's Pajama Set,83.79,0.07,100000520
5509524170,Couch Cover,86.68,0.02,100000854
2240469836,Slippers,35.82,0.01,200000386
1625450539,Dress,54.89,0.09,100000097
1893735141,Socks,115.5,0.04,100000883
7010679527,Blanket,63.84,0.01,400000625
4619440506,Shorts,69.75,0.06,100000453
3890778939,Suit & 2 pc Dress,125.16,0.05,100000292
6719567315,Blouse,47.88,0.02,200000347
2363094138,Short Overalls,71.82,0.02,300000367
9916068026,Gowns/Pajamas,118.14,0.1,300000913
1893735141,Socks,115.5,0.01,100000119
8694351166,Chair Cover,38.87,0.07,200000033
6697166886,Coat,159.8,0.08,100000782
6182617964,Long Gown,97.11,0.07,100000280
1336619171,Slacks,63.84,0.03,200000417
6548962456,Dust Ruffle,65.79,0.06,100000378
9280265561,Coat/Jacket,59.85,0.08,100000013
5480721202,Shirt,67.83,0.03,100000135
6182617964,Long Gown,97.11,0.08,100000086
7270957383,Scarf,29.85,0.1,400000795
5187373849,Short Slip,12.87,0.1,200000100
8262662751,Suit,109.89,0.09,100000518
5736433915,Mattress Cover,65.78,0.06,200000924
3390230025,Top,33.48,0.1,200000864
3382973348,Top,81.76,0.09,100000252
5480721202,Shirt,67.83,0.09,400000554
1988250904,Coat,74.16,0.1,300000687
7645888340,Bath Mat,5.6,0.07,200000664
7010679527,Blanket,63.84,0,100000906
8948840620,Gloves,19.8,0.03,200000619
8694351166,Chair Cover,38.87,0.08,100000207
6917448328,Socks,8.82,0.01,300000468
3819369487,Dish Towel,7.84,0.07,200000033
5127562193,Robe,95.76,0.04,100000722
3132788435,Coat,30.06,0.1,100000707
1940915493,Long Gown,68.77,0.06,100000341
4327321762,Dress,69.75,0.09,200000820
5736433915,Mattress Cover,65.78,0,100000172
1737807900,Tie,68.64,0.1,200000904
9195451761,Hand Towel,51.66,0.06,100000572
7425260271,Mattress Cover,35.44,0.03,300000702
6991736764,Pillow Sham,19.8,0.04,100000229
3126356136,Formal Dress,99.9,0.07,100000280
1160651321,Coat,93.9,0.08,300000778
7010679527,Blanket,63.84,0.05,300000487
6511971572,Sleeping Bag,47.88,0,300000752
8675740287,Baby Quilt,47.76,0.03,300000852
6917448328,Socks,8.82,0.03,400000769
4924918902,T-shirt,62.79,0.04,100000502
5480721202,Shirt,67.83,0.04,300000427
2248992375,Sweater,61.38,0,200000661
3135576553,Underwear,5.88,0.06,100000156
5127562193,Robe,95.76,0.09,200000361
1319286996,Gowns/Pajamas,47.43,0,100000122
8213207925,Underwear & Boxers,23.76,0.03,200000140
4584868492,T-shirt,61.38,0.04,300000006
8694351166,Chair Cover,38.87,0.08,200000897
5509524170,Couch Cover,86.68,0,300000888
6660530324,Washcloth,35.14,0.09,100000475
4622769035,Short Gown,78,0.08,400000514
6697166886,Coat,159.8,0.08,300000595
7425260271,Mattress Cover,35.44,0.07,100000290
8143229140,Shower Shoes,27.86,0.04,300000539
6719567315,Blouse,47.88,0,200000046
2113413915,Shorts,59.33,0.09,100000518
6917448328,Socks,8.82,0.04,300000634
3305177499,Coveralls (long sleeve),95.88,0.08,100000745
3305177499,Coveralls (long sleeve),95.88,0.1,200000866
5736433915,Mattress Cover,65.78,0.06,100000850
9313710898,Dish Towel,32.23,0.06,100000059
5310615417,Tie,41.79,0.02,100000709
3135576553,Underwear,5.88,0,200000811
6511971572,Sleeping Bag,47.88,0.03,100000031
6917448328,Socks,8.82,0,200000046
3132788435,Coat,30.06,0.09,200000465
8068199275,Slacks,87.78,0,200000647
6511971572,Sleeping Bag,47.88,0.1,100000001
4584868492,T-shirt,61.38,0.03,300000852
6697166886,Coat,159.8,0.08,100000185
8269421724,Long Overalls,124.75,0.08,100000086
2876522496,Jacket,99.8,0.09,100000247
5509524170,Couch Cover,86.68,0.07,100000885
7463357829,Infant 2 Piece Set,49.8,0.02,300000393
1303837083,Suit,19.4,0.07,100000311
1336619171,Slacks,63.84,0,100000547
9166887914,Sweater,95.76,0.09,100000559
1082405301,Blazer,119.76,0.03,100000710
9916068026,Gowns/Pajamas,118.14,0.09,200000774
6719567315,Blouse,47.88,0.1,300000688
5127562193,Robe,95.76,0.07,100000919
9862518267,Socks,10.84,0.1,200000903
5480721202,Shirt,67.83,0.04,200000481
5480721202,Shirt,67.83,0.02,100000898
8713824671,Infant 2 Piece Set,48.6,0.1,200000863
8619953091,Pillowcase,18.96,0.06,200000775
4291344502,Long Overalls,55.62,0.09,200000164
4924918902,T-shirt,62.79,0.07,100000899
6511971572,Sleeping Bag,47.88,0.1,100000202
5997626126,Coat/Jacket,39.55,0.1,300000687
9730446421,Blazer,103.3,0.07,100000084
6660530324,Washcloth,35.14,0.03,200000387
2178891798,Hand Towel,18.17,0.1,100000005
5145202479,Crib Sheet,9.9,0.08,100000285
9195451761,Hand Towel,51.66,0.04,200000800
8713824671,Infant 2 Piece Set,48.6,0.06,200000350
2153011099,Gown & Robe Set,99.8,0.03,400000113
6697166886,Coat,159.8,0,100000314
4291344502,Long Overalls,55.62,0.01,100000214
8213207925,Underwear & Boxers,23.76,0.1,100000061
8058527540,Jeans,35.91,0.05,400000914
5050067655,Bottoms,66.96,0.01,200000865
9862518267,Socks,10.84,0.06,200000775
3495221948,Suit & 2 pc Dress,38.12,0.01,100000603
2430071492,Dust Ruffle,41.86,0.04,100000188
5857761910,Gowns/Pajamas,28.14,0.09,200000644
8864799421,Valance,31.8,0.01,100000436
9862518267,Socks,10.84,0.08,200000102
3126356136,Formal Dress,99.9,0.08,400000396
4391642886,Men's Pajama Set,83.79,0.07,200000683
8694351166,Chair Cover,38.87,0.1,100000839
2363094138,Short Overalls,71.82,0.01,100000155
2248992375,Sweater,61.38,0.04,100000883
2153011099,Gown & Robe Set,99.8,0.01,300000719
8619953091,Pillowcase,18.96,0.05,300000530
5187373849,Short Slip,12.87,0.08,100000193
2240469836,Slippers,35.82,0.06,100000217
4538875409,Couch Cover,79.8,0.04,100000617
8619953091,Pillowcase,18.96,0.01,300000767
8068199275,Slacks,87.78,0.05,100000215
2210750188,Blazer,119.76,0,100000314
7502168586,Baby Quilt,38.06,0.03,100000199
4391642886,Men's Pajama Set,83.79,0,100000083
4622769035,Short Gown,78,0.04,100000219
1940915493,Long Gown,68.77,0.1,300000269
8058527540,Jeans,35.91,0.04,100000299
6548962456,Dust Ruffle,65.79,0.03,300000686
7690258628,Baby Blanket,21.93,0.08,100000895
3126356136,Formal Dress,99.9,0.01,300000364
8948840620,Gloves,19.8,0.01,200000865
2178891798,Hand Towel,18.17,0.02,200000855
3305177499,Coveralls (long sleeve),95.88,0.05,100000126
7502168586,Baby Quilt,38.06,0.09,100000475
1940915493,Long Gown,68.77,0.01,300000395
3132788435,Coat,30.06,0,100000034
5997626126,Coat/Jacket,39.55,0.05,200000265
8619953091,Pillowcase,18.96,0.1,200000406
8624682735,Coat,77.77,0.01,100000246
5187883584,Dish Towel,49.5,0.09,100000195
3819369487,Dish Towel,7.84,0.02,100000305
4934584980,Nylon Pants,55.86,0.07,100000232
3132788435,Coat,30.06,0.09,200000099
4538875409,Couch Cover,79.8,0.03,200000462
8624682735,Coat,77.77,0.09,100000606
5127562193,Robe,95.76,0.06,300000553
8675740287,Baby Quilt,47.76,0.01,300000468
2020397001,Men's Pajama Set,23.1,0.03,200000067
3382973348,Top,81.76,0.05,100000330
5480721202,Shirt,67.83,0.01,100000772
9166887914,Sweater,95.76,0.04,200000363
6991736764,Pillow Sham,19.8,0,100000563
3135576553,Underwear,5.88,0.04,200000018
2524845521,Gown & Robe Set,105.6,0.03,100000443
4538875409,Couch Cover,79.8,0.1,200000029
2926937052,Washcloth,10.78,0.09,100000278
6182400847,Blazer,26.88,0.08,200000909
8269421724,Long Overalls,124.75,0.02,100000571
3256419181,Short Slip,102,0.02,100000546
8241463559,Wallet,49.75,0.07,100000280
1284609276,Sweater,95.76,0.01,200000349
8864799421,Valance,31.8,0.07,100000232
3126356136,Formal Dress,99.9,0.08,100000286
3405268556,Handbag,114.77,0.09,100000876
4619440506,Shorts,69.75,0.02,300000466
7502168586,Baby Quilt,38.06,0.04,300000358
3495221948,Suit & 2 pc Dress,38.12,0.04,300000652
6265788387,Commode Cover,58.1,0.05,300000168
2926937052,Washcloth,10.78,0.05,200000819
9313710898,Dish Towel,32.23,0.08,400000272
8619953091,Pillowcase,18.96,0.05,100000860
6228611532,Valance,47.76,0.05,100000162
9873264896,Hat,10.89,0.1,100000616
8143229140,Shower Shoes,27.86,0.09,200000165
6697166886,Coat,159.8,0.05,100000190
8438262686,Robe,29.88,0.1,100000092
7463357829,Infant 2 Piece Set,49.8,0.08,300000430
3405268556,Handbag,114.77,0.09,100000053
8624682735,Coat,77.77,0.07,100000335
4584868492,T-shirt,61.38,0.03,100000862
4934584980,Nylon Pants,55.86,0.05,300000530
5480721202,Shirt,67.83,0,200000458
8675740287,Baby Quilt,47.76,0.07,100000679
5857761910,Gowns/Pajamas,28.14,0.09,100000278
1284609276,Sweater,95.76,0.04,100000724
2430071492,Dust Ruffle,41.86,0.04,100000677
1988250904,Coat,74.16,0,100000222
9873264896,Hat,10.89,0.08,100000618
7425260271,Mattress Cover,35.44,0,300000524
1737807900,Tie,68.64,0.08,100000218
5187373849,Short Slip,12.87,0.04,100000235
8438262686,Robe,29.88,0.03,100000253
4327321762,Dress,69.75,0.02,100000379
9313710898,Dish Towel,32.23,0,100000838
2491559336,Jeans,104.79,0.06,100000835
9873264896,Hat,10.89,0.04,100000282
7463357829,Infant 2 Piece Set,49.8,0.03,300000009
4391642886,Men's Pajama Set,83.79,0.03,200000579
2113413915,Shorts,59.33,0.1,200000662
5187883584,Dish Towel,49.5,0.06,100000926
1988250904,Coat,74.16,0,100000423
8624682735,Coat,77.77,0,200000608
7463357829,Infant 2 Piece Set,49.8,0.05,200000265
4584868492,T-shirt,61.38,0.07,100000335
3795753080,Jeans,38.1,0.01,400000434
2020397001,Men's Pajama Set,23.1,0.06,100000042
3890778939,Suit & 2 pc Dress,125.16,0.07,100000232
3382973348,Top,81.76,0.09,100000573
1737807900,Tie,68.64,0.08,100000893
8213207925,Underwear & Boxers,23.76,0.06,200000008
4622769035,Short Gown,78,0.01,100000436
1319286996,Gowns/Pajamas,47.43,0.01,300000732
7502168586,Baby Quilt,38.06,0,200000110
6697166886,Coat,159.8,0.01,300000767
3405268556,Handbag,114.77,0.09,400000600
2557931901,Short Gown,47.76,0.04,100000249
5857761910,Gowns/Pajamas,28.14,0.07,100000881
6182400847,Blazer,26.88,0,200000118
9870137717,Crib Sheet,53.9,0.1,100000121
6697166886,Coat,159.8,0.03,100000136
5050067655,Bottoms,66.96,0.02,100000781
7833392032,Skirt,55.86,0.06,300000510
8262662751,Suit,109.89,0.06,300000510
8713824671,Infant 2 Piece Set,48.6,0.02,300000729
8713824671,Infant 2 Piece Set,48.6,0.08,100000086
1336619171,Slacks,63.84,0.09,200000844
4584868492,T-shirt,61.38,0.1,200000671
2782517448,Belt,45.77,0.09,300000735
3405268556,Handbag,114.77,0.01,100000228
9916068026,Gowns/Pajamas,118.14,0.05,100000205
2926937052,Washcloth,10.78,0.08,100000218
3819369487,Dish Towel,7.84,0.07,200000683
2782517448,Belt,45.77,0.06,200000414
5997626126,Coat/Jacket,39.55,0,100000012
8586814459,Gown & Robe Set,65.64,0.04,200000459
1336619171,Slacks,63.84,0.04,100000174
5127562193,Robe,95.76,0,100000314
8713824671,Infant 2 Piece Set,48.6,0.1,100000826
8864799421,Valance,31.8,0.01,100000543
9166887914,Sweater,95.76,0.03,200000264
1284609276,Sweater,95.76,0.04,300000634
2113413915,Shorts,59.33,0.1,200000483
1303837083,Suit,19.4,0.1,100000312
9870137717,Crib Sheet,53.9,0,200000026
8438262686,Robe,29.88,0.09,200000582
6182400847,Blazer,26.88,0.03,300000815
8241463559,Wallet,49.75,0.03,200000047
1336619171,Slacks,63.84,0.1,200000301
4291344502,Long Overalls,55.62,0.07,100000798
7463357829,Infant 2 Piece Set,49.8,0.03,100000090
6182400847,Blazer,26.88,0.04,200000728
3495221948,Suit & 2 pc Dress,38.12,0.08,400000396
4538875409,Couch Cover,79.8,0,200000661
2113413915,Shorts,59.33,0.05,200000681
6548962456,Dust Ruffle,65.79,0.05,300000703
4291344502,Long Overalls,55.62,0.02,300000374
9862518267,Socks,10.84,0.1,200000864
1160651321,Coat,93.9,0.01,300000705
5997626126,Coat/Jacket,39.55,0.05,200000819
2020397001,Men's Pajama Set,23.1,0.04,100000617
4291344502,Long Overalls,55.62,0.06,200000696
8586814459,Gown & Robe Set,65.64,0.04,100000456
2926937052,Washcloth,10.78,0.04,100000230
7833392032,Skirt,55.86,0.04,400000830
2963300774,Sweatshirt,75.81,0.1,100000025
9313710898,Dish Towel,32.23,0.1,300000269
8864799421,Valance,31.8,0.02,100000379
1988250904,Coat,74.16,0.05,100000421
2782517448,Belt,45.77,0.01,100000273
5509524170,Couch Cover,86.68,0.02,200000941
1039854547,Coat,135.83,0.09,100000317
4391642886,Men's Pajama Set,83.79,0.04,100000299
1082405301,Blazer,119.76,0,200000371
4291344502,Long Overalls,55.62,0.03,100000878
2363094138,Short Overalls,71.82,0.09,200000629
1737807900,Tie,68.64,0.02,100000236
8269421724,Long Overalls,124.75,0.07,100000084
8948840620,Gloves,19.8,0.1,100000255
7690258628,Baby Blanket,21.93,0.07,100000560
5997626126,Coat/Jacket,39.55,0.06,400000442
3135576553,Underwear,5.88,0.09,300000394
5187373849,Short Slip,12.87,0.07,200000033
9313710898,Dish Towel,32.23,0.06,200000066
3132788435,Coat,30.06,0.05,400000741
2557931901,Short Gown,47.76,0.03,400000740
2240469836,Slippers,35.82,0.1,100000202
3795753080,Jeans,38.1,0.09,100000908
1988250904,Coat,74.16,0.07,400000488
6719567315,Blouse,47.88,0.01,300000364
5187883584,Dish Towel,49.5,0.09,100000097
6265788387,Commode Cover,58.1,0.09,100000760
7010679527,Blanket,63.84,0.06,200000843
8241463559,Wallet,49.75,0.04,200000363
5310615417,Tie,41.79,0.03,400000113
1303837083,Suit,19.4,0.07,100000007
6511971572,Sleeping Bag,47.88,0.05,200000265
3819369487,Dish Towel,7.84,0.08,100000782
6917448328,Socks,8.82,0,100000288
5145202479,Crib Sheet,9.9,0.04,200000645
2178891798,Hand Towel,18.17,0.04,300000731
3405268556,Handbag,114.77,0.09,200000588
2926937052,Washcloth,10.78,0.01,300000468
8241463559,Wallet,49.75,0.04,100000219
4584868492,T-shirt,61.38,0.03,100000303
5310615417,Tie,41.79,0.02,200000295
3405268556,Handbag,114.77,0.08,200000503
9873264896,Hat,10.89,0.02,100000571
6182400847,Blazer,26.88,0,100000569
3132788435,Coat,30.06,0.05,200000670
9223468295,Bath Mat,23.88,0.08,100000405
5187373849,Short Slip,12.87,0,100000563
1489444777,Short Gown,131.12,0.01,100000244
9195451761,Hand Towel,51.66,0.01,100000228
6962492078,Bath Mat,37.31,0.01,100000094
6182400847,Blazer,26.88,0.1,200000701
3495221948,Suit & 2 pc Dress,38.12,0.04,100000502
2355020550,Sweater,67.92,0.07,300000812
2963300774,Sweatshirt,75.81,0,100000198
2557931901,Short Gown,47.76,0.05,200000109
4619440506,Shorts,69.75,0.09,200000716
5050067655,Bottoms,66.96,0.08,100000928
9870137717,Crib Sheet,53.9,0.03,200000047
1940915493,Long Gown,68.77,0.1,200000591
3750666773,Waterbed Sheet,79.8,0.08,100000129
2926937052,Washcloth,10.78,0.04,300000551
2430071492,Dust Ruffle,41.86,0.03,100000199
2588421965,Commode Cover,15.84,0.07,300000167
2363094138,Short Overalls,71.82,0.05,100000324
2557931901,Short Gown,47.76,0.01,400000432
6660530324,Washcloth,35.14,0.03,100000451
3452086694,Bra,38.87,0.07,200000263
8438262686,Robe,29.88,0.05,200000698
5187883584,Dish Towel,49.5,0.04,300000440
1303837083,Suit,19.4,0.06,200000843
9730446421,Blazer,103.3,0.1,100000927
4574639519,Jeans,14.5,0.03,100000723
6719567315,Blouse,47.88,0.06,200000350
8624682735,Coat,77.77,0.1,100000927
7645689457,Apron,9.48,0,100000331
4391642886,Men's Pajama Set,83.79,0.1,100000927
9862518267,Socks,10.84,0.04,300000634
6265788387,Commode Cover,58.1,0.08,300000528
2113413915,Shorts,59.33,0.09,300000735
1489444777,Short Gown,131.12,0.09,100000306
2557931901,Short Gown,47.76,0.06,200000461
9916068026,Gowns/Pajamas,118.14,0.09,100000220
6228611532,Valance,47.76,0.02,100000817
2240469836,Slippers,35.82,0.09,200000582
4574639519,Jeans,14.5,0,400000368
8586814459,Gown & Robe Set,65.64,0.07,100000881
9166887914,Sweater,95.76,0.07,100000560
2695940506,Sweater,59.4,0.02,300000729
8241463559,Wallet,49.75,0.04,200000464
4934584980,Nylon Pants,55.86,0.04,100000146
8143229140,Shower Shoes,27.86,0.01,300000428
8586814459,Gown & Robe Set,65.64,0.1,100000151
6917448328,Socks,8.82,0,200000391
8213207925,Underwear & Boxers,23.76,0.08,100000328
8694351166,Chair Cover,38.87,0.03,300000905
2210750188,Blazer,119.76,0.09,200000370
6988128169,Handbag,25.44,0.04,200000107
6697166886,Coat,159.8,0.03,100000090
2876522496,Jacket,99.8,0.04,100000502
3795753080,Jeans,38.1,0.02,100000305
6988128169,Handbag,25.44,0,200000711
3135576553,Underwear,5.88,0.05,200000448
5153370805,Shorts,43.96,0.03,100000152
8143229140,Shower Shoes,27.86,0.08,100000745
7270957383,Scarf,29.85,0.04,100000502
9280265561,Coat/Jacket,59.85,0.08,100000334
1489444777,Short Gown,131.12,0.01,200000549
2695940506,Sweater,59.4,0.1,400000754
7833392032,Skirt,55.86,0.09,100000475
2557931901,Short Gown,47.76,0.1,100000789
2491559336,Jeans,104.79,0.02,200000941
4538875409,Couch Cover,79.8,0.07,100000932
4924918902,T-shirt,62.79,0.01,400000755
8143229140,Shower Shoes,27.86,0.09,100000937
3962085980,Sleeper,61.38,0.01,400000541
1625450539,Dress,54.89,0.04,300000551
1940915493,Long Gown,68.77,0.04,100000095
4538875409,Couch Cover,79.8,0.07,100000798
2926937052,Washcloth,10.78,0.05,100000064
4934584980,Nylon Pants,55.86,0.08,100000382
8713824671,Infant 2 Piece Set,48.6,0,200000166
8713824671,Infant 2 Piece Set,48.6,0.06,400000433
5153370805,Shorts,43.96,0,400000602
4398051135,Bra,6,0.05,300000418
8586814459,Gown & Robe Set,65.64,0.03,200000387
2355020550,Sweater,67.92,0.02,100000176
6988128169,Handbag,25.44,0.1,300000594
5145202479,Crib Sheet,9.9,0.05,300000494
5736433915,Mattress Cover,65.78,0.07,100000326
2355020550,Sweater,67.92,0.03,100000224
8948840620,Gloves,19.8,0.01,400000048
6962492078,Bath Mat,37.31,0.09,100000192
2963300774,Sweatshirt,75.81,0.02,400000691
4924918902,T-shirt,62.79,0.05,300000168
9223468295,Bath Mat,23.88,0.06,100000882
5187883584,Dish Towel,49.5,0.01,200000186
3382973348,Top,81.76,0,100000930
6661671897,Swimwear,50.83,0.02,400000557
4934584980,Nylon Pants,55.86,0.01,200000549
2113413915,Shorts,59.33,0,100000331
9223468295,Bath Mat,23.88,0.1,400000516
2963300774,Sweatshirt,75.81,0.07,100000899
7645888340,Bath Mat,5.6,0.04,100000229
6917448328,Socks,8.82,0.03,300000689
4574639519,Jeans,14.5,0.08,100000163
1893735141,Socks,115.5,0.02,400000557
7645888340,Bath Mat,5.6,0.08,200000258
3132788435,Coat,30.06,0.05,100000240
8269421724,Long Overalls,124.75,0,200000765
5509524170,Couch Cover,86.68,0.01,400000472
8619953091,Pillowcase,18.96,0.09,300000074
8864799421,Valance,31.8,0.05,200000681
1336619171,Slacks,63.84,0.03,100000090
5187883584,Dish Towel,49.5,0.04,300000004
2113413915,Shorts,59.33,0,200000371
5187883584,Dish Towel,49.5,0.1,100000342
8624682735,Coat,77.77,0,100000906
4398051135,Bra,6,0.04,200000104
8068199275,Slacks,87.78,0.1,100000342
2210750188,Blazer,119.76,0.05,100000478
2695940506,Sweater,59.4,0,200000110
9195451761,Hand Towel,51.66,0.05,100000153
7270957383,Scarf,29.85,0.04,100000677
8713824671,Infant 2 Piece Set,48.6,0.09,100000123
4398051135,Bra,6,0.04,200000464
8713824671,Infant 2 Piece Set,48.6,0.09,200000674
4681342313,Sheets,29.9,0,100000297
4622769035,Short Gown,78,0.01,200000408
4681342313,Sheets,29.9,0.03,100000880
3132788435,Coat,30.06,0,400000770
6697166886,Coat,159.8,0.03,100000381
9538578209,Dress,87.36,0,100000331
4398051135,Bra,6,0,200000458
2248992375,Sweater,61.38,0.08,100000077
8694351166,Chair Cover,38.87,0,100000383
3495221948,Suit & 2 pc Dress,38.12,0.03,100000723
9538578209,Dress,87.36,0.02,100000574
1319286996,Gowns/Pajamas,47.43,0.02,100000576
6182617964,Long Gown,97.11,0.06,100000327
4538875409,Couch Cover,79.8,0.06,100000254
8586814459,Gown & Robe Set,65.64,0.1,100000641
5480721202,Shirt,67.83,0.02,200000022
6388591017,Baby Quilt,100.68,0.09,100000003
4391642886,Men's Pajama Set,83.79,0,200000726
3795753080,Jeans,38.1,0.08,100000849
8864799421,Valance,31.8,0.05,300000718
1489444777,Short Gown,131.12,0.06,200000843
5050067655,Bottoms,66.96,0.02,100000879
7270957383,Scarf,29.85,0.01,100000119
5310615417,Tie,41.79,0.01,300000719
2355020550,Sweater,67.92,0.02,400000513
5997626126,Coat/Jacket,39.55,0.1,100000323
8241463559,Wallet,49.75,0.04,200000631
